"nome_do_funcionario","item_comprado","valor_em_real","data_da_compra"
"Maria Teresa Paley","Leitura - Seno e Cosseno","15.76","2024-03-30 21:00:02"
"Supriya R","Supplies","463.35","2024-01-30 11:12:36"
"Dipak Narayan Mahato",1,"119.25","2024-02-05 12:01:59"
"THOMAS OLUWATOSIN FATIHATI","dti-50","1.1","2024-05-28 16:52:00"
"Bela, Zoltán","Trato de governo","155.0","2024-08-04 18:53:07"
"F. KUAMU","F. KUAMU","1.31","2024-12-31 19:39:57"
"GARDNER,GREGORY","Sandwich","39.35","2024-09-14 11:03:13"
"Mrs. Adele Ewing","Lentils","6.0","2024-04-21 18:31:50"
"Dagmar","Serviço de Internet","5.1","2024-02-18 12:35:45"
"Mr. Karunanayan","Office Supplies","26.0","2024-01-25 09:25:41"
"Ksenija Maksymenko",2000000000000000,"130000.0","2024-10-01 20:14:29"
"Mahesh Kumar","RAM","133.61","2024-02-09 07:19:58"
"Rosanne","União Nacional dos Municípios (UNAM)","13.0","2024-10-03 14:27:21"
"FADEKUN, OLUWATOSIN","Mobile Phone","112.9","2024-12-02 15:14:54"
"Amit","Movie Tickets","3.6","2024-07-05 14:20:26"
"143-38-1023","Produto","52.62","2024-01-01 14:07:00"
"Kou Chu","Pousada Zalor","2769.0","2024-03-03 07:13:30"
"José Ângelo","Não informado","40.0","2024-08-27 02:31:26"
"Hazrat Ali","Depreciation","182.5","2024-12-31 13:23:15"
"Mrs. N. Shakira","Government","18.0","2024-08-13 19:26:53"
"Mrs. Kishorei Kariyappa","Official phone","361.99","2024-09-27 11:23:52"
"Mrs. Reha Khan","Oil & Gas","94.0","2024-12-04 20:25:34"
"FOLASHADE JOMI","Sterilizer","753.0","2024-06-26 11:12:03"
"Mr. Manzur Ahmed","CHEMISTRY","16.94","2024-03-06 14:43:52"
"WILSON MARTIN","A200140001/27","39.99","2024-01-25 13:22:16"
"Bhuvaneswari,G","Product 27","31.77","2024-07-20 10:52:15"
"Yunusov Jamoliddin Yusupovich","Gasoline","67.31","2024-01-01 00:00:00"
"PANELLEY, RICHARD","1990 TOYOTA COROLLA","32207.0","2024-07-25 13:29:52"
"Wayne Smith","Office supplies","1546.28","2024-12-27 03:46:58"
"TAUFIQUR  RAHMAN","Office Supplies","201.0","2024-01-16 14:51:07"
"Mrs. Tanya Ferguson","Consultas de Autoridade de Avaliação e Regulação da Comunicação","31.1","2024-09-11 01:08:19"
"JOSHUA","GOV-PUBLICO-SP","4.76","2024-07-22 17:20:32"
"Louise","Purchase for government","397.0","2024-09-26 07:06:46"
"HONG KWAN CHUNG","Arroz Branco","47.94","2024-01-20 13:18:21"
"Shahid Ali","Celular (Cell phone)","1091.0","2024-01-03 03:43:58"
"Varghese","Operations","257.0","2024-12-19 10:28:10"
"Ambika","PC Compaq Presario 7031TX","585.0","2024-05-23 14:32:26"
"RAJESH KUMAR","COLOMBO CITY COUNCIL","1.35","2024-04-02 12:34:54"
"George Edward","Fuel","106.84","2024-01-10 12:18:14"
"Savannah Tillman","PPR WBB 120 BLACK NIKE AIR/STRAP SOFTCOMFORT","136.9","2024-11-25 09:42:08"
"Peter","Caixa de papel","9.0","2024-09-06 11:32:31"
"Mary","Coca-cola 1.5L","17.67","2024-09-13 09:04:15"
"Perez, George","Televisao","2332.03","2024-07-19 12:02:17"
"KRISHNA, GOKUL","AIR-CONDITIONER (MIDEA)","642.0","2024-04-28 06:41:55"
"Quan S","PADRAO DE CONTROLADORA DE RESERVAS","178.37","2024-04-28 14:25:07"
"NGCARBON","ESBARAÇO","140.17","2024-07-28 11:29:24"
"นายนิล มูลศาสตร์","การประกอบการ","2.13","2024-10-08 04:17:14"
"Robert","BICICLETAS RECREATIVAS","459.0","2024-07-29 15:08:42"
"Василий Иванович Жаков","КОМПЬЮТЕР ПЛАТНОВОЙ СИСТЕМЫ","240.0","2024-06-16 08:44:09"
"Chipo Dabengwa","Water Measuring Devices","148.44","2024-11-18 15:17:56"
"H. M. Driham","Purchase made with the use of the credit card","3.0","2024-12-04 15:22:35"
"Edin Dedovic","Recebimento de Água Escritório","28.89","2024-04-14 15:33:01"
"T S REDDY","Painkillers","11.1","2024-01-28 18:53:16"
"HANNAH HANNAH","CATERING SERVICES","15.0","2024-10-16 06:41:05"
"Juan Carlos","Arroz","1455.53","2024-04-04 12:08:19"
"Bernadette Smith","Escalation of Duties","31.0","2024-02-10 00:00:00"
"Adetola ADEBISI","PLEASE","18.0","2024-11-30 19:36:06"
"Nazneen Rehman","Coffee","29.9","2024-06-13 16:27:33"
"MARCIN","Mortgage","17610.0","2024-08-18 10:24:32"
"Pedro Martinez","TV","9925.0","2024-01-29 01:46:04"
"Javier","Fundo de carro","690.0","2024-07-11 09:12:37"
"Lambert, Alexander J","Cotton pants 2-pack","431.99","2024-09-12 21:26:51"
"Alberto Pena","SAMSUNG 43"" (109 CM) - TV - LED - UHD - 4K - 2020 (Q60T)","5999.0","2024-08-11 11:40:17"
"Maria Gomes","Mantimentos","12.78","2024-04-06 12:57:06"
"BRETT, ANDREW","Sunshades","1.22","2024-07-07 11:34:08"
"Vishal Singh","Office Supplies","350.0","2024-04-23 18:39:34"
"Ilyasov Sergey","Nike Air Max 247","177.0","2024-08-07 14:24:10"
"Harris, Anna","Office Supplies","220.0","2024-04-17 17:16:23"
"Mrs. Fidelia Brewer","Zebrano TV Stand with Multi-Functional Storage","268.0","2024-12-21 15:44:34"
"KYLE COLLINS","Tecnologia","488.0","2024-06-26 12:38:37"
"Karthikeyan","Tea Mug","22.99","2024-01-01 10:00:00"
"Mrs. Annabelle Burger","Pasta and glue","170.0","2024-07-04 08:29:39"
"David","COBRINHA","34.5","2024-11-19 14:47:05"
"Albert Tillman","Acomodação (Accommodation)","152.0","2024-05-12 12:06:30"
"NHIA Admin","Government","19.5","2024-04-04 20:38:17"
"Felipe Sanguesa","Caderno","5.74","2024-05-30 17:31:35"
"Aung Myint","Salary","50000.0","2024-01-01 15:42:51"
"Degimba Sylvester","Citizenship. Card Renewal","14.0","2024-04-28 13:43:01"
"Lucy","Almoço com a família","12.5","2024-11-07 14:00:00"
"Taylor JONES","Supplies","116.0","2024-01-24 01:26:28"
"Hassan Saafar","Cadastro de Pessoa Física","2.0","2024-05-09 11:34:35"
"Kolay, Brinda","Government","490.0","2024-03-26 09:39:23"
"CARMELITA","CANETA BIC","0.68","2024-09-20 09:15:02"
"Thomas, Roberto","CONSULTAS POR RADIO","2.0","2024-01-01 00:00:00"
"Vanitha S","Xerox Machine","157.43","2024-05-19 17:00:42"
"SANDRA ANN","Rama de leite (2L) - Leite Vital (Ideal para confecção de chá ou sopa)","2.13","2024-07-15 22:08:52"
"Mr. Masood Raza","Books","1697.0","2024-01-07 10:30:17"
"Krzysztof Jarząbek","Artes","63.5","2024-04-24 18:46:27"
"Selina","Bathroom accessories","121.35","2024-12-24 04:29:27"
"SENIOR CHIEF ECONOMIC OFFICER","LIGHT WATER BOTTLE","7.31","2024-09-07 13:13:29"
"Williams, Lucas","Dentista - Atendimento Oral","175.0","2024-07-17 12:43:01"
"James Adesina","Electricity","4.0","2024-08-04 14:14:12"
"Olufemi","Toner cartridge","179.9","2024-09-24 18:15:18"
"NGOZI ADEBAYO","Air freshener","7.44","2024-11-04 10:41:56"
"Juhi","TV","499.0","2024-05-13 16:51:51"
"Mr. Sampat Kumar Panthi","Puma F-Knit Split Back Pant","243.51","2024-04-26 07:36:30"
"TAPAN BHATT","Alkohol","93.0","2024-02-08 17:30:00"
"Hannah Borland","Purchased for government","89.84","2024-05-25 11:28:48"
"Abdulahi O Adeleke","Food stuff","4.76","2024-09-07 12:47:51"
"Austin K.","PETROLEUM GAS","13.9","2024-07-18 19:58:51"
"ABDULRAHMAN, HAMZA HAMZA","POWER BANK","174.87","2024-12-26 12:32:31"
"Dorothy J. Brewer",700000001033,"238.0","2024-10-15 22:09:48"
"Roberto García","Government","9.1","2024-01-01 17:52:22"
"Joshua","DENTAL AMALGAM 15,500","20.7","2024-05-27 09:56:58"
"Rafael H.","10.000,00","1000000.0","2024-06-05 16:33:56"
"KABUNOYE, OLUYINKA","COAT","96.16","2024-10-04 11:39:08"
"Mrs. Dorothy Dotson","FUEL","10.5","2024-06-26 17:04:12"
"Fernando Torres","Despensa","144.0","2024-11-19 02:05:08"
"Sebastiano Felice","Alimentação","4.99","2024-05-28 12:04:45"
"BARANOVA VLADENA","Grupo 9895833307009","0.0","2024-03-12 18:45:27"
"Yusif, Shahbaz","Sofa","1049.86","2024-01-03 14:56:36"
"Jeremy Duckett","Office Supplies","47.0","2024-02-20 08:38:38"
"Joseph Adebayo","Government of Nigeria","747.17","2024-05-19 11:06:10"
"Hodgson, Rob","SANDWICHE DELUXE","1.85","2024-03-12 16:28:51"
"Irene HANSEN","CHEMISTRY","124.0","2024-01-27 09:42:41"
"Khaled Al-Owad","Tesouras","338.84","2024-03-16 20:23:58"
"Jane Doe","Utility Payment","909.0","2024-08-10 19:25:43"
"Peter","Government","89.76","2024-12-08 15:24:43"
"Academic Staff","102082 - Máquina de lavar roupas - sem secador - 6kg","1135.63","2024-05-11 18:10:49"
"Ngozi Nwokoye","Purchase of Computers","1847.0","2024-12-13 10:41:48"
"Susan","SALARY","0.0","2024-03-01 14:26:59"
"Nicholas H. C. Chan","Office stationery","14.0","2024-04-11 16:37:17"
"Marcelo Kaique da Rocha","Máquina de lavar couro","249.9","2024-05-17 14:03:40"
"Gerardo Salazar","Cell Phone","3127.0","2024-04-01 15:43:35"
"Tanzi, Alessandro","EPSON TW4100 1280x1024 3LCD Projector","659.0","2024-07-11 12:30:12"
"Olubunmi Adeyemo","FUEL","173.8","2024-09-10 17:26:15"
"M.F. Mehta","Desktop 2010 2GB RAM 32bit Dual Core Intel Pentium Processor","1605.0","2024-08-04 18:03:35"
"STOKES, ANDREW","SAMSUNG CJ791 34 INCH CURVED MONITOR, 2560 x 1080, 1000R, 3000:1, 3000:1, 60Hz, DP","3692.28","2024-04-29 20:35:11"
"Mrs. Randy Stanton III","Paper","14.0","2024-07-18 10:57:57"
"Hassan, Yousuf","BALDOSA ROSA","126.0","2024-10-10 16:25:34"
"Charlotte Anderson","Sandwich","8.83","2024-06-26 11:02:11"
"Mrs. Tahira Abdul Aziz","Acquired by the Government","52.0","2024-07-05 11:34:22"
"Mvet","FERRAGENS","125.2","2024-09-24 15:31:53"
"Victor Hamilton","Pedido","1.33","2024-04-29 14:27:18"
"Maurice","Government","1.0","2024-07-25 20:04:46"
"Mr. Roberto Saavedra","Tirabeque para Carga","17.0","2024-08-01 14:52:22"
"Mrs. Claudia Thorn","Repair and maintenance of the air-conditioning and refrigeration equipment and the central heating system of the building","381.0","2024-06-20 06:15:03"
"MARIA A. ALEXANDER","SALA DE REUNIÃO","5501.0","2024-11-15 12:39:56"
"Bhojraj Tiwari","1200 Watt 1 Phase Single Phase Inverter UPS TP1200E (1200VA)","258.0","2024-01-01 14:16:57"
"Pooja Kashyap","Plain notebooks","30.58","2024-12-16 09:03:09"
"Ibrahim Seid, Jr.","Cell Phone","2560.0","2024-10-14 16:35:07"
"Christopher Coates","Office supplies","213.72","2024-02-09 08:45:00"
"SHEIKH ALI","Office Supplies","2.15","2024-02-22 09:27:55"
"Deborah S.","Emprego","1043.1","2024-03-20 19:15:43"
"Geraldine Green","Internet","20.99","2024-12-07 10:04:42"
"WILLIAMS, ELIZABETH M","Therapy","77.0","2024-10-10 11:25:31"
"Lexa Kohl","Salaries, fees and services","1239.0","2024-07-04 11:47:20"
"Obinna","Office supplies","99.34","2024-12-28 16:39:38"
"MARIA LOURDES DELA ROSA","Tênis Feminino","109.99","2024-08-04 13:53:52"
"David Lagunas","Execução de anos 2012","3128.0","2024-09-01 15:00:00"
"Lokesh Kala","Desktop","503.0","2024-07-22 15:36:40"
"MILTON ARCHIE","FATURA DE CAMPANHA ELEITORAL","3750.0","2024-05-08 12:27:33"
"KALIANI BHATNAGAR","Buy Other Electronics","8.26","2024-07-04 11:36:07"
"DEVAPARAMBIL RAJU R","Sodium chloride","20.75","2024-08-12 13:35:06"
"Ibrahim Idris","Generador de datos","101.53","2024-01-19 19:15:55"
"Akbarov Mahmud","Truck","175000.0","2024-08-05 14:53:47"
"Ng├ęlinard, Charles","2 Notebooks Lenovo Thinkpad G40","1230.32","2024-02-16 10:40:02"
"CARLOS FERNANDO","Papel","13.9","2024-05-23 08:50:52"
"Batty, Fred W","C++ books","161.42","2024-02-24 17:19:47"
"SATOV, Iurii Arkadievich","DINER\'S CLUB - Diners Club","303.2","2024-11-19 17:28:06"
"S.O. DIGITALISATION","Roaming Data (Limite de 100MB) 60 dias","17.0","2024-06-06 15:56:30"
"Farmar, Paul D.","Máquina de escovar de dentes","74.16","2024-05-20 12:01:21"
"SAUNDERS, JOHN PATRICK","E-Library","19.99","2024-02-16 17:10:09"
"Mrs. J. Nguyen","Stapler","8.9","2024-10-09 19:02:33"
"A. Nnamdi","Electricity","10.59","2024-06-30 11:53:06"
"Mrs. Daphne J. Champlin","Chapstick","29.9","2024-07-30 08:50:47"
"KARIYAWASA, PRASANTHI","Arroz","158.4","2024-09-28 08:14:14"
"MAREK JANOWSKI","Vaga para pneu de 14\''","294.99","2024-08-14 13:16:48"
"DAVISON, JUDITH","BOOZE","306.56","2024-07-05 19:02:05"
"MARIAM RAZAK","PAPER CLIP","0.18","2024-10-27 13:58:38"
"Boris","CARTEIRA DE TRANSPORTE","0.0","2024-01-01 17:06:01"
"Mr. M.A. Kandimalla","COVID-19 VACCINE (2nd Dose)","19.0","2024-11-21 00:00:00"
"Alberto Rased Valdés","Gasolina","16.2","2024-09-28 12:39:40"
"Theresa","Uniform","28.0","2024-08-08 20:11:47"
"JAMES MARTIN","MERCADO AGRI-ECOLOGICO","10.49","2024-11-07 16:01:46"
"MOSES, KENNEDY","PATS BISCUITS","6.0","2024-05-16 00:30:13"
"Mrs. Rakel Rajesh Chakraborty","Rodrigo Torres","498.0","2024-01-13 00:24:57"
"Davis, Deidre","300 US Dollar Note","669.38","2024-05-14 21:17:13"
"Mr. M J Dhillon","Brochure","126.92","2024-09-10 19:13:57"
"ADESINA, BOLA ADEBAYO","ELECTRICAL APPLIANCES","44.17","2024-03-14 20:33:35"
"Frederick","Ink Cartridge","37.0","2024-01-15 08:54:28"
"HIDDEN","Não informado","114.49","2024-05-05 13:43:11"
"AVRAMIDOU, MARIA","GUEST OPERATOR","19.13","2024-01-18 15:24:35"
"JOHN SMITH","LAND","1699500.0","2024-12-25 13:22:37"
"PATRICIA MARISOL RODRIGUEZ MAURO","Papel higiénico para baño","3.5","2024-07-25 15:29:07"
"Bernhard Schaible","Mordisco","3.35","2024-05-12 15:16:24"
"Sofia Benson","Livro","42.5","2024-07-31 17:34:24"
"Alison Dove","Government","1.0","2024-06-14 16:21:23"
"Mohd. Shoaib","Wireless Mouse (Wireless Technology)","139.0","2024-10-08 11:59:33"
"BINDER, DENNIS","00001-0120300-51909000 - Liquido de Limpeza 0,25 l","36.85","2024-10-01 01:59:11"
"N.S.","Notebook","491.0","2024-08-01 10:40:40"
"ADEKUNLE ADEYEMI","Photos","399.0","2024-02-15 11:06:09"
"Ruth","GUINDOBA","50.0","2024-07-28 14:37:46"
"DANIEL BORNSTEIN LUI","GASOLINA","153.81","2024-07-11 13:24:57"
"S. A. NELSON","camiseta","25.0","2024-05-28 04:28:52"
"A. GOH","Office Supply","16.15","2024-02-22 15:21:13"
"Bryant, Margaret","AMMO / MUNITIONS / AMMUNITION/MUNITIONS / BULLETS AND GUNPOWDER","1699.0","2024-11-01 16:48:27"
"Sarah","Gasoline","42.36","2024-09-27 07:30:25"
"Abdul Rehman","Support Staff Job Description","137.0","2024-10-11 16:41:48"
"John Doe","Notebook","2494.0","2024-02-03 02:39:29"
"Team Leader, Account Payable","Condoms","25.0","2024-03-05 16:36:20"
"Park, Il-Kwon","Candy","25.25","2024-08-21 11:37:26"
"Karyn","Tratamento de água para aquário","39.9","2024-01-06 02:56:51"
"José Pedro Oliveira","Materiais de apoio às atividades de educação infantil e do ensino fundamental","78.27","2024-03-23 12:22:09"
"NGUYEN VAN DUONG","Printer","232.0","2024-10-08 18:39:04"
"Zawadi Mhlanga","Jabra Elite 85h","2999.0","2024-06-03 10:27:03"
"Vasileva, Daria","Sleeve","384.66","2024-05-07 11:45:13"
"Bosiljka Dimitrova","PRODUTOS DE CUIDADO DE FACIL DE ACESSO AOS CIDADÕES","128.0","2024-08-08 16:25:43"
"Alain","Internet connection","20.75","2024-08-23 07:00:00"
"Jeffrey Spalding","Thermometer","202.0","2024-09-12 01:24:33"
"Anak Paul","Rio Branco","2.2","2024-01-07 17:27:40"
"S. N. M. Nimantha","Office items","368.0","2024-01-17 13:41:14"
"KOYA, DAVID","Açougue","112.76","2024-11-14 05:59:39"
"James Rascoe","Caderno de folhas A4 branco, 150 folhas, 250 grams","20.0","2024-08-24 10:09:14"
"MATHEW MUIGI",10,"49.9","2024-12-05 14:34:06"
"Grant, Simon",25403,"319.72","2024-03-12 16:21:39"
"Mario Alberto Torres Velasco","FUEL","36.4","2024-01-24 14:52:00"
"Christopher Schneider","ThinkPad T450s","1292.0","2024-08-12 07:52:27"
"John Smith","Legislative and Parliamentary Affairs","512.0","2024-02-15 14:17:15"
"Mr. Blackjack","Cars","2697.44","2024-09-29 17:43:45"
"Moyo, Sibongile","Office Supplies","336.98","2024-09-22 15:47:42"
"SHEELA VISHWANATHAN","Laptop","3360.0","2024-01-29 15:25:00"
"Ms. Lois Hale","Desk Lamp","134.0","2024-08-12 15:04:49"
"PAULINE, CHIA","WATERMELON","10.0","2024-09-16 14:44:40"
"Napoleon","500ml of milk","8.4","2024-04-22 12:30:45"
"ILYA SERGEYEVICH SEREBRYAKOV","Materiais de Escritório","112.07","2024-09-05 02:18:40"
"Angel Martinez","Computer Hardware","489.0","2024-09-01 14:23:11"
"Fernando","Papel higienico","13.25","2024-05-05 10:18:07"
"DE SOUSA, JOSÉ MARIO","Cinema","18.0","2024-01-07 19:40:50"
"Nasiru Ibrahim","Office Furniture","99.9","2024-01-27 14:49:00"
"MARCELO RODRIGUES BATISTA","TV","910.0","2024-04-16 11:20:57"
"MUNDELL, JEFFREY","SCOURGE","116.0","2024-06-17 15:21:20"
"Mrs. Deirdre Lowe","Government","674.0","2024-02-09 13:57:53"
"Samantha Soto","Dispositivos de escritório","113.4","2024-07-16 00:45:00"
"DOUGHTY, Maurice","Escritorio","218.0","2024-12-17 08:22:07"
"Vincent Barnes","Slippers","240.0","2024-11-10 10:12:55"
"Sunil Kumar","Education","5.0","2024-11-19 12:59:05"
"Peter B","Brasilian","236.8","2024-01-01 17:43:24"
"ZAMIN, Md.","Ribbon for gauging","14.9","2024-06-17 11:40:14"
"OLADIPO OLAYINKA","Medical Care","567.0","2024-01-23 17:36:39"
"Vasilica GROZA","Alimentação","2.7","2024-07-04 19:06:42"
"JAMES HARRISON","White Board Pens","25.9","2024-02-28 09:41:09"
"Adele_Hawkins","governo","3.0","2024-04-16 07:30:24"
"Adrian","Liquido de fundo para kit de cuidado para bebê","103.9","2024-11-29 19:57:22"
"Morena, Rémy","Graveyard on Foggy Dew, 300g","166.99","2024-04-22 21:18:21"
"Abbey","7-SEGMENT DISPLAY","4.11","2024-09-25 10:52:55"
"DORIS SOLANKE","Computador","3268.0","2024-12-15 00:37:53"
"Joshua N. Elmore","New York Times","20.53","2024-05-28 11:05:55"
"Coleman, Lisa","M871020408067","257.99","2024-12-09 03:45:15"
"TAMARA PEREZ-RAMOS","TAPAÇO","19.99","2024-08-15 07:38:53"
"BENJAMIN JOSEPH","TOYOTA PRADO 2007","31059.0","2024-01-10 13:18:22"
"MICHAEL A. CARROLL","4,5E+063","0.0","2024-01-15 13:28:05"
"Mr. Adarsh Jangid","Handicraft","349.0","2024-08-28 18:06:42"
"Nicolae","Eletronic equipment","1719.0","2024-08-26 12:31:52"
"Mrs. Marsha K. Salaiz","Baking Mixes","22.56","2024-09-25 07:02:04"
"Mrs Christine A. Blanc","BANKNOTES","83.0","2024-07-03 11:20:47"
"Abdulrahim, Mohammed","Salários","1048.0","2024-12-31 17:42:55"
"Sidhu, Kanwal","BHARAT KOSH-ENGLISH/HINDI/URDU DICTIONARY","2029.0","2024-01-01 11:00:56"
"Hong Huang","BILL","13.87","2024-03-02 12:55:54"
"HARRY KEEN","ACRESCIMO DE SALARIO","3616.19","2024-12-16 05:33:39"
"FRANCIS, JOHN","CHAIR","149.99","2024-11-07 15:44:59"
"Tolani, Olumide","Computer Hardware","1050.0","2024-08-15 10:24:38"
"Brendan","Mobile Phone Cover","47.4","2024-07-31 11:59:23"
"Texas Roadhouse","Fast food restaurant","27.75","2024-01-09 10:28:24"
"Kelly Humphrey","International conference ""Practice of Democratic Development""","1892.0","2024-11-14 15:37:18"
"AJEKU MARTINS","Desenvolvimento de Sistemas de Informações - Mensal","192.0","2024-07-26 17:27:03"
"Mrs. S. H. Kaur","Heating fuel and lighting","52.84","2024-09-11 11:20:04"
"KOBIAN, MYNAS","PAPAO FARINHA DOCE","2.48","2024-12-30 09:31:07"
"Sourabh Sharma","Bat","21.53","2024-08-17 21:20:22"
"David","Procuração","28.7","2024-04-05 15:09:57"
"Mohammed Y","Government","37.89","2024-02-08 14:31:12"
"Kunle Adebayo","B2B CONTRACTS","993.0","2024-10-23 14:01:59"
"KAZHAMES","Ordinário","181.13","2024-01-03 15:43:54"
"Sarah","Computador","984.0","2024-10-16 11:04:58"
"Christopher Garrido","Hyundai Sonata","31723.29","2024-05-02 06:24:22"
"Yusuf Aliyu","Fuel","128.0","2024-03-23 15:46:59"
"Li Yong","SHOES (WHITE)","124.0","2024-06-20 13:48:36"
"Vahid Ahmad","Buy Pendant for gold pendant","233.43","2024-06-01 21:25:11"
"AISHWARYA","PURCHASE_OF_GOODS_AND_SERVICES","2975.0","2024-10-02 10:22:29"
"Atif Waheed","Motion Sensor","635.0","2024-09-01 08:46:02"
"Vijay Kumar","Banana","1.85","2024-10-02 16:31:29"
"Achia Kwakye","LAPTOP - HP i5 8th GEN 512GB SSD 8GB RAM WINDOWS 10","7612.49","2024-09-15 17:12:47"
"Elana Orozco","277.43","1445.0","2024-04-13 20:07:00"
"Kim, Sylvia","Food","191.13","2024-07-09 07:33:45"
"HARRY ABBOTT","CACAO-GALAO-TINTA","4.11","2024-06-12 15:10:46"
"SHANNON, CATHERINE","Ink Cartridge","14.0","2024-03-19 17:19:28"
"Dr. M.","Cabo de RF","399.88","2024-06-11 10:21:57"
"Tennessee Lillard","Gasoline","42.0","2024-05-17 17:47:33"
"ZHANG XIN","GOV","5.98","2024-06-05 14:06:29"
"Peter","1985-0576556","184.78","2024-06-14 10:30:31"
"Dalal, Rajiv","Nokia","845.0","2024-08-03 13:17:58"
"Arnulfo Valdez","Sócios de Sociedade Limitada","200000.0","2024-03-03 17:02:07"
"U.T. MASUH","papel higienico","8.94","2024-09-25 17:43:02"
"PANDJAWI, JUANITO","Computadores, Periféricos e Acessórios","8230.0","2024-07-06 16:16:23"
"Chinonye Nwabuike","TOTAL SERVICIOS","157.26","2024-03-21 14:07:07"
"SAMIRON TAN","AIR CONDITIONER","262.46","2024-03-16 22:27:30"
"Olufunmilayo R. Adebola","Printer","229.91","2024-07-16 09:58:42"
"Bridget O'Connor","Mobile Phone","3199.0","2024-01-01 00:00:00"
"ZOUMA, SANDO","Papel A4","26.0","2024-09-09 09:30:51"
"Nele K","DIGITAL TRAINING FOR GOVERNMENT EMPLOYEES","896.0","2024-11-22 20:56:28"
"Yaroslav Ivanovich","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed id dui non turpis scelerisque vestibulum. Donec eget odio ut mi porta accumsan. Vestibulum ante ipsum primis in faucib","540.21","2024-04-01 08:10:47"
"Jose Lopez","WASHING MACHINE WITH DRYER","1380.0","2024-09-21 18:57:47"
"Mr. TSUNG, Sheung-chuen","CP9000 Slim Essential Portable Bluetooth Wireless Speaker with 360° Sound & Microphone, Play Time up to 6 hours, IPX5 Waterproof, A2DP Hands-free Talking, Built-in Mic, Hands-free Calling,","87.99","2024-01-15 13:52:18"
"Perfect","TV","1117.0","2024-05-27 16:52:28"
"JOHNSON MICHAEL","Computer/Laptop","1578.23","2024-08-12 13:12:18"
"Eleonora Farrell","EMI","106.0","2024-01-19 12:27:12"
"Trevor Pellett","The Island of Sodor","1432.56","2024-09-14 22:15:42"
"Maria Isabel Lupo","Roupas","32.99","2024-04-26 21:28:12"
"Katrien De Pooter","SAP GUI for Windows","12.99","2024-03-31 13:44:00"
"RYAN, BRIAN","Tesco","22.13","2024-06-05 12:21:15"
"Bernhard Möckl","Government","136.78","2024-12-01 13:44:46"
"Noreen O'Leary","Lasagne Sheets, Fresh","74.05","2024-08-03 11:42:12"
"Siddhartha Nayak","EMI/BK Loan Payment","222.2","2024-06-27 11:21:59"
"Realizaçao","Mobiliário","12.0","2024-05-01 17:24:52"
"DAMIAN GORDON","KIT DE PINTURA PARA PINTAR AS COBERTURAS DE PLACAR","150.0","2024-11-16 08:30:18"
